Unfreezing base_model.model.lm_head
trainable params: 39,045,888 || all params: 139,862,784 || trainable%: 27.9173
{'loss': 2.9899, 'grad_norm': 2.1335666179656982, 'learning_rate': 0.0015840000000000001, 'epoch': 0.1}
{'loss': 1.955, 'grad_norm': 3.213360071182251, 'learning_rate': 0.001568, 'epoch': 0.2}
{'loss': 2.0869, 'grad_norm': 3.0235960483551025, 'learning_rate': 0.001552, 'epoch': 0.3}
{'loss': 1.8604, 'grad_norm': 2.5279970169067383, 'learning_rate': 0.001536, 'epoch': 0.4}
{'loss': 2.0988, 'grad_norm': 2.575925350189209, 'learning_rate': 0.00152, 'epoch': 0.5}
{'loss': 2.2036, 'grad_norm': 2.949331521987915, 'learning_rate': 0.001504, 'epoch': 0.6}
{'loss': 2.125, 'grad_norm': 4.112959861755371, 'learning_rate': 0.0014880000000000002, 'epoch': 0.7}
{'loss': 2.1495, 'grad_norm': 3.30692458152771, 'learning_rate': 0.0014720000000000002, 'epoch': 0.8}
{'loss': 2.4432, 'grad_norm': 2.917343854904175, 'learning_rate': 0.001456, 'epoch': 0.9}
{'loss': 2.3953, 'grad_norm': 3.1283061504364014, 'learning_rate': 0.00144, 'epoch': 1.0}
{'eval_loss': 1.9792126417160034, 'eval_runtime': 3.4971, 'eval_samples_per_second': 37.745, 'eval_steps_per_second': 18.873, 'epoch': 1.0}
{'loss': 1.9034, 'grad_norm': 2.881593942642212, 'learning_rate': 0.0014240000000000001, 'epoch': 1.1}
{'loss': 1.9041, 'grad_norm': 4.243040561676025, 'learning_rate': 0.0014080000000000002, 'epoch': 1.2}
{'loss': 2.037, 'grad_norm': 3.0926005840301514, 'learning_rate': 0.001392, 'epoch': 1.3}
{'loss': 2.2666, 'grad_norm': 4.201096534729004, 'learning_rate': 0.001376, 'epoch': 1.4}
{'loss': 2.2894, 'grad_norm': 3.0016956329345703, 'learning_rate': 0.00136, 'epoch': 1.5}
{'loss': 2.238, 'grad_norm': 3.7535579204559326, 'learning_rate': 0.001344, 'epoch': 1.6}
{'loss': 2.1305, 'grad_norm': 3.0544331073760986, 'learning_rate': 0.001328, 'epoch': 1.7}
{'loss': 2.4762, 'grad_norm': 3.1550490856170654, 'learning_rate': 0.001312, 'epoch': 1.8}
{'loss': 2.8562, 'grad_norm': 3.2298696041107178, 'learning_rate': 0.001296, 'epoch': 1.9}
{'loss': 2.0182, 'grad_norm': 3.250962257385254, 'learning_rate': 0.00128, 'epoch': 2.0}
{'eval_loss': 2.2760872840881348, 'eval_runtime': 3.6122, 'eval_samples_per_second': 36.543, 'eval_steps_per_second': 18.271, 'epoch': 2.0}
{'loss': 1.8981, 'grad_norm': 3.1483614444732666, 'learning_rate': 0.0012640000000000001, 'epoch': 2.1}
{'loss': 2.153, 'grad_norm': 2.703453302383423, 'learning_rate': 0.0012480000000000002, 'epoch': 2.2}
{'loss': 2.1235, 'grad_norm': 2.9166202545166016, 'learning_rate': 0.001232, 'epoch': 2.3}
{'loss': 2.1575, 'grad_norm': 3.0985348224639893, 'learning_rate': 0.001216, 'epoch': 2.4}
{'loss': 2.1599, 'grad_norm': 2.7087464332580566, 'learning_rate': 0.0012000000000000001, 'epoch': 2.5}
{'loss': 2.3668, 'grad_norm': 2.7902069091796875, 'learning_rate': 0.001184, 'epoch': 2.6}
{'loss': 2.1587, 'grad_norm': 3.355421781539917, 'learning_rate': 0.001168, 'epoch': 2.7}
{'loss': 2.2904, 'grad_norm': 2.54487943649292, 'learning_rate': 0.001152, 'epoch': 2.8}
{'loss': 2.5148, 'grad_norm': 3.02523136138916, 'learning_rate': 0.001136, 'epoch': 2.9}
{'loss': 2.5166, 'grad_norm': 2.889923572540283, 'learning_rate': 0.00112, 'epoch': 3.0}
