Unfreezing base_model.model.lm_head
trainable params: 39,045,888 || all params: 139,862,784 || trainable%: 27.9173
{'loss': 5.8669, 'grad_norm': 8.649519920349121, 'learning_rate': 0.0015840000000000001, 'epoch': 0.1}
{'loss': 3.7081, 'grad_norm': 3.684112787246704, 'learning_rate': 0.001568, 'epoch': 0.2}
{'loss': 3.5264, 'grad_norm': 3.7207913398742676, 'learning_rate': 0.001552, 'epoch': 0.3}
{'loss': 2.9328, 'grad_norm': 3.030768632888794, 'learning_rate': 0.001536, 'epoch': 0.4}
{'loss': 2.9797, 'grad_norm': 3.145500659942627, 'learning_rate': 0.00152, 'epoch': 0.5}
{'loss': 2.9021, 'grad_norm': 7.058523654937744, 'learning_rate': 0.001504, 'epoch': 0.6}
{'loss': 2.7257, 'grad_norm': 3.6106929779052734, 'learning_rate': 0.0014880000000000002, 'epoch': 0.7}
{'loss': 2.5888, 'grad_norm': 8.854972839355469, 'learning_rate': 0.0014720000000000002, 'epoch': 0.8}
{'loss': 2.7929, 'grad_norm': 2.948789119720459, 'learning_rate': 0.001456, 'epoch': 0.9}
{'loss': 2.6624, 'grad_norm': 3.1981618404388428, 'learning_rate': 0.00144, 'epoch': 1.0}
{'eval_loss': 1.7058519124984741, 'eval_runtime': 3.274, 'eval_samples_per_second': 40.317, 'eval_steps_per_second': 20.159, 'epoch': 1.0}
{'loss': 2.1629, 'grad_norm': 2.9057865142822266, 'learning_rate': 0.0014240000000000001, 'epoch': 1.1}
{'loss': 2.1643, 'grad_norm': 2.8812856674194336, 'learning_rate': 0.0014080000000000002, 'epoch': 1.2}
{'loss': 2.1227, 'grad_norm': 2.6169357299804688, 'learning_rate': 0.001392, 'epoch': 1.3}
{'loss': 2.3164, 'grad_norm': 2.597774028778076, 'learning_rate': 0.001376, 'epoch': 1.4}
{'loss': 2.2668, 'grad_norm': 6.1358160972595215, 'learning_rate': 0.00136, 'epoch': 1.5}
{'loss': 2.0379, 'grad_norm': 8.931098937988281, 'learning_rate': 0.001344, 'epoch': 1.6}
{'loss': 1.9529, 'grad_norm': 2.625260829925537, 'learning_rate': 0.001328, 'epoch': 1.7}
{'loss': 2.1931, 'grad_norm': 2.635991334915161, 'learning_rate': 0.001312, 'epoch': 1.8}
{'loss': 2.4428, 'grad_norm': 2.285860300064087, 'learning_rate': 0.001296, 'epoch': 1.9}
{'loss': 1.8152, 'grad_norm': 4.404722690582275, 'learning_rate': 0.00128, 'epoch': 2.0}
{'eval_loss': 1.6672250032424927, 'eval_runtime': 3.5413, 'eval_samples_per_second': 37.274, 'eval_steps_per_second': 18.637, 'epoch': 2.0}
{'loss': 1.6964, 'grad_norm': 2.5919530391693115, 'learning_rate': 0.0012640000000000001, 'epoch': 2.1}
{'loss': 1.8997, 'grad_norm': 2.8005917072296143, 'learning_rate': 0.0012480000000000002, 'epoch': 2.2}
{'loss': 1.8129, 'grad_norm': 3.8631253242492676, 'learning_rate': 0.001232, 'epoch': 2.3}
{'loss': 1.8115, 'grad_norm': 3.6332335472106934, 'learning_rate': 0.001216, 'epoch': 2.4}
{'loss': 1.8075, 'grad_norm': 2.896275758743286, 'learning_rate': 0.0012000000000000001, 'epoch': 2.5}
{'loss': 1.9254, 'grad_norm': 3.835489273071289, 'learning_rate': 0.001184, 'epoch': 2.6}
{'loss': 1.7314, 'grad_norm': 3.7482106685638428, 'learning_rate': 0.001168, 'epoch': 2.7}
{'loss': 1.8382, 'grad_norm': 3.712913990020752, 'learning_rate': 0.001152, 'epoch': 2.8}
{'loss': 2.0198, 'grad_norm': 3.126772165298462, 'learning_rate': 0.001136, 'epoch': 2.9}
{'loss': 2.0152, 'grad_norm': 2.667299270629883, 'learning_rate': 0.00112, 'epoch': 3.0}
{'eval_loss': 1.6683307886123657, 'eval_runtime': 3.6912, 'eval_samples_per_second': 35.761, 'eval_steps_per_second': 17.881, 'epoch': 3.0}
{'loss': 1.6068, 'grad_norm': 5.251300811767578, 'learning_rate': 0.001104, 'epoch': 3.1}
