Unfreezing base_model.model.lm_head
trainable params: 39,045,888 || all params: 139,862,784 || trainable%: 27.9173
{'loss': 3.447, 'grad_norm': 2.715750217437744, 'learning_rate': 0.0015840000000000001, 'epoch': 0.1}
{'loss': 2.1826, 'grad_norm': 2.290787935256958, 'learning_rate': 0.001568, 'epoch': 0.2}
{'loss': 2.2347, 'grad_norm': 5.0910258293151855, 'learning_rate': 0.001552, 'epoch': 0.3}
{'loss': 1.8797, 'grad_norm': 2.355193614959717, 'learning_rate': 0.001536, 'epoch': 0.4}
{'loss': 1.9497, 'grad_norm': 1.9249171018600464, 'learning_rate': 0.00152, 'epoch': 0.5}
{'loss': 1.9068, 'grad_norm': 2.043269634246826, 'learning_rate': 0.001504, 'epoch': 0.6}
{'loss': 1.7625, 'grad_norm': 1.7929165363311768, 'learning_rate': 0.0014880000000000002, 'epoch': 0.7}
{'loss': 1.7157, 'grad_norm': 2.174531936645508, 'learning_rate': 0.0014720000000000002, 'epoch': 0.8}
{'loss': 1.7655, 'grad_norm': 1.9013662338256836, 'learning_rate': 0.001456, 'epoch': 0.9}
{'loss': 1.7636, 'grad_norm': 1.812599778175354, 'learning_rate': 0.00144, 'epoch': 1.0}
{'eval_loss': 1.4189411401748657, 'eval_runtime': 3.625, 'eval_samples_per_second': 36.413, 'eval_steps_per_second': 18.207, 'epoch': 1.0}
{'loss': 1.2409, 'grad_norm': 1.8888516426086426, 'learning_rate': 0.0014240000000000001, 'epoch': 1.1}
{'loss': 1.2113, 'grad_norm': 1.950575351715088, 'learning_rate': 0.0014080000000000002, 'epoch': 1.2}
{'loss': 1.3281, 'grad_norm': 1.757757306098938, 'learning_rate': 0.001392, 'epoch': 1.3}
{'loss': 1.352, 'grad_norm': 2.171217203140259, 'learning_rate': 0.001376, 'epoch': 1.4}
{'loss': 1.3703, 'grad_norm': 2.4658069610595703, 'learning_rate': 0.00136, 'epoch': 1.5}
{'loss': 1.2255, 'grad_norm': 3.310044050216675, 'learning_rate': 0.001344, 'epoch': 1.6}
{'loss': 1.1774, 'grad_norm': 1.7806172370910645, 'learning_rate': 0.001328, 'epoch': 1.7}
{'loss': 1.323, 'grad_norm': 1.8546231985092163, 'learning_rate': 0.001312, 'epoch': 1.8}
{'loss': 1.5131, 'grad_norm': 2.0732436180114746, 'learning_rate': 0.001296, 'epoch': 1.9}
{'loss': 1.1402, 'grad_norm': 1.7248082160949707, 'learning_rate': 0.00128, 'epoch': 2.0}
{'eval_loss': 1.3755837678909302, 'eval_runtime': 3.7308, 'eval_samples_per_second': 35.381, 'eval_steps_per_second': 17.691, 'epoch': 2.0}
{'loss': 0.9418, 'grad_norm': 2.042532444000244, 'learning_rate': 0.0012640000000000001, 'epoch': 2.1}
{'loss': 1.0389, 'grad_norm': 1.6195745468139648, 'learning_rate': 0.0012480000000000002, 'epoch': 2.2}
{'loss': 0.9749, 'grad_norm': 1.4844341278076172, 'learning_rate': 0.001232, 'epoch': 2.3}
{'loss': 0.9676, 'grad_norm': 1.7659616470336914, 'learning_rate': 0.001216, 'epoch': 2.4}
{'loss': 1.0271, 'grad_norm': 1.4231207370758057, 'learning_rate': 0.0012000000000000001, 'epoch': 2.5}
{'loss': 1.104, 'grad_norm': 1.4931617975234985, 'learning_rate': 0.001184, 'epoch': 2.6}
{'loss': 0.942, 'grad_norm': 2.494696855545044, 'learning_rate': 0.001168, 'epoch': 2.7}
