Unfreezing base_model.model.lm_head
trainable params: 39,045,888 || all params: 139,862,784 || trainable%: 27.9173
{'loss': 3.0053, 'grad_norm': 2.1625237464904785, 'learning_rate': 0.0015840000000000001, 'epoch': 0.1}
{'loss': 1.8729, 'grad_norm': 1.8030763864517212, 'learning_rate': 0.001568, 'epoch': 0.2}
{'loss': 1.9855, 'grad_norm': 3.558927297592163, 'learning_rate': 0.001552, 'epoch': 0.3}
{'loss': 1.6343, 'grad_norm': 1.819385290145874, 'learning_rate': 0.001536, 'epoch': 0.4}
{'loss': 1.7539, 'grad_norm': 1.677396297454834, 'learning_rate': 0.00152, 'epoch': 0.5}
{'loss': 1.7475, 'grad_norm': 1.5276527404785156, 'learning_rate': 0.001504, 'epoch': 0.6}
{'loss': 1.5578, 'grad_norm': 1.3703413009643555, 'learning_rate': 0.0014880000000000002, 'epoch': 0.7}
{'loss': 1.6013, 'grad_norm': 3.0443809032440186, 'learning_rate': 0.0014720000000000002, 'epoch': 0.8}
{'loss': 1.6285, 'grad_norm': 1.7343477010726929, 'learning_rate': 0.001456, 'epoch': 0.9}
{'loss': 1.5995, 'grad_norm': 1.4378879070281982, 'learning_rate': 0.00144, 'epoch': 1.0}
{'eval_loss': 1.3290702104568481, 'eval_runtime': 3.5497, 'eval_samples_per_second': 37.186, 'eval_steps_per_second': 18.593, 'epoch': 1.0}
{'loss': 1.0476, 'grad_norm': 1.7802950143814087, 'learning_rate': 0.0014240000000000001, 'epoch': 1.1}
{'loss': 1.0798, 'grad_norm': 1.6668474674224854, 'learning_rate': 0.0014080000000000002, 'epoch': 1.2}
{'loss': 1.0771, 'grad_norm': 1.521851658821106, 'learning_rate': 0.001392, 'epoch': 1.3}
{'loss': 1.1607, 'grad_norm': 1.6616195440292358, 'learning_rate': 0.001376, 'epoch': 1.4}
{'loss': 1.1378, 'grad_norm': 1.596766710281372, 'learning_rate': 0.00136, 'epoch': 1.5}
{'loss': 1.0506, 'grad_norm': 1.5392282009124756, 'learning_rate': 0.001344, 'epoch': 1.6}
{'loss': 1.0286, 'grad_norm': 1.5682659149169922, 'learning_rate': 0.001328, 'epoch': 1.7}
{'loss': 1.1456, 'grad_norm': 1.4893534183502197, 'learning_rate': 0.001312, 'epoch': 1.8}
{'loss': 1.3353, 'grad_norm': 1.5703725814819336, 'learning_rate': 0.001296, 'epoch': 1.9}
{'loss': 0.9662, 'grad_norm': 1.4293407201766968, 'learning_rate': 0.00128, 'epoch': 2.0}
{'eval_loss': 1.3486450910568237, 'eval_runtime': 3.5826, 'eval_samples_per_second': 36.844, 'eval_steps_per_second': 18.422, 'epoch': 2.0}
{'loss': 0.7675, 'grad_norm': 1.5609768629074097, 'learning_rate': 0.0012640000000000001, 'epoch': 2.1}
{'loss': 0.8393, 'grad_norm': 1.2627614736557007, 'learning_rate': 0.0012480000000000002, 'epoch': 2.2}
{'loss': 0.8194, 'grad_norm': 1.377609372138977, 'learning_rate': 0.001232, 'epoch': 2.3}
{'loss': 0.7792, 'grad_norm': 1.609374761581421, 'learning_rate': 0.001216, 'epoch': 2.4}
{'loss': 0.8101, 'grad_norm': 1.3975160121917725, 'learning_rate': 0.0012000000000000001, 'epoch': 2.5}
{'loss': 0.8783, 'grad_norm': 1.2421411275863647, 'learning_rate': 0.001184, 'epoch': 2.6}
{'loss': 0.7678, 'grad_norm': 1.5515857934951782, 'learning_rate': 0.001168, 'epoch': 2.7}
{'loss': 0.8091, 'grad_norm': 1.4497206211090088, 'learning_rate': 0.001152, 'epoch': 2.8}
{'loss': 0.9233, 'grad_norm': 1.5635859966278076, 'learning_rate': 0.001136, 'epoch': 2.9}
{'loss': 0.9532, 'grad_norm': 1.4051532745361328, 'learning_rate': 0.00112, 'epoch': 3.0}
{'eval_loss': 1.4024144411087036, 'eval_runtime': 3.5797, 'eval_samples_per_second': 36.875, 'eval_steps_per_second': 18.437, 'epoch': 3.0}
{'loss': 0.5874, 'grad_norm': 1.7215176820755005, 'learning_rate': 0.001104, 'epoch': 3.1}
{'loss': 0.5911, 'grad_norm': 1.3572334051132202, 'learning_rate': 0.0010880000000000002, 'epoch': 3.2}
{'loss': 0.6235, 'grad_norm': 1.4719023704528809, 'learning_rate': 0.001072, 'epoch': 3.3}
{'loss': 0.7472, 'grad_norm': 1.454012155532837, 'learning_rate': 0.001056, 'epoch': 3.4}
{'loss': 0.6624, 'grad_norm': 1.4499485492706299, 'learning_rate': 0.0010400000000000001, 'epoch': 3.5}
{'loss': 0.6242, 'grad_norm': 1.6532658338546753, 'learning_rate': 0.0010240000000000002, 'epoch': 3.6}
{'loss': 0.6538, 'grad_norm': 1.4138637781143188, 'learning_rate': 0.001008, 'epoch': 3.7}
{'loss': 0.6381, 'grad_norm': 1.9759770631790161, 'learning_rate': 0.000992, 'epoch': 3.8}
{'loss': 0.6625, 'grad_norm': 1.3868569135665894, 'learning_rate': 0.000976, 'epoch': 3.9}
{'loss': 0.7943, 'grad_norm': 1.294406533241272, 'learning_rate': 0.00096, 'epoch': 4.0}
{'eval_loss': 1.4313520193099976, 'eval_runtime': 3.5618, 'eval_samples_per_second': 37.06, 'eval_steps_per_second': 18.53, 'epoch': 4.0}
{'loss': 0.4857, 'grad_norm': 1.5810463428497314, 'learning_rate': 0.000944, 'epoch': 4.1}
{'loss': 0.5536, 'grad_norm': 1.4693552255630493, 'learning_rate': 0.000928, 'epoch': 4.2}
{'loss': 0.5161, 'grad_norm': 1.4329384565353394, 'learning_rate': 0.0009119999999999999, 'epoch': 4.3}
{'loss': 0.4933, 'grad_norm': 1.3282718658447266, 'learning_rate': 0.0008960000000000001, 'epoch': 4.4}
{'loss': 0.5471, 'grad_norm': 2.0013773441314697, 'learning_rate': 0.0008800000000000001, 'epoch': 4.5}
{'loss': 0.539, 'grad_norm': 1.4446383714675903, 'learning_rate': 0.0008640000000000001, 'epoch': 4.6}
{'loss': 0.54, 'grad_norm': 1.210392713546753, 'learning_rate': 0.0008480000000000001, 'epoch': 4.7}
{'loss': 0.59, 'grad_norm': 1.6214936971664429, 'learning_rate': 0.0008320000000000001, 'epoch': 4.8}
{'loss': 0.6022, 'grad_norm': 1.3098429441452026, 'learning_rate': 0.0008160000000000001, 'epoch': 4.9}
{'loss': 0.5864, 'grad_norm': 1.2684825658798218, 'learning_rate': 0.0008, 'epoch': 5.0}
{'eval_loss': 1.4898964166641235, 'eval_runtime': 3.5854, 'eval_samples_per_second': 36.816, 'eval_steps_per_second': 18.408, 'epoch': 5.0}
{'loss': 0.4547, 'grad_norm': 1.5519771575927734, 'learning_rate': 0.000784, 'epoch': 5.1}
{'loss': 0.4141, 'grad_norm': 1.205529808998108, 'learning_rate': 0.000768, 'epoch': 5.2}
{'loss': 0.4217, 'grad_norm': 1.5263153314590454, 'learning_rate': 0.000752, 'epoch': 5.3}
